,Area_Code,GP_Name,Area_Type,Time_Period,Deprivation_Score_IMD_2019,GP_Rank,Percentile_Rank,decile,report_period_end,practice_name,practice_code,region_code,Pat_Appts_Use,Pat_Presc_Use,Total_Use,patient_list_size,Pat_Presc_Use_per_1000,Pat_Appts_Use_per_1000
4822,B81030,SCARTHO MEDICAL CENTRE,GP,2019,14.1466926900138,5218.0,0.2525787965616046,30% least deprived,2021-09-30,SCARTHO MEDICAL CENTRE,B81030,Y63,1.0,1914.0,6700.0,13290.0,144.02,0.08
4823,L84054,MYTHE MEDICAL PRACTICE,GP,2019,14.1461146409887,5219.0,0.25243553008595987,30% least deprived,2021-09-30,MYTHE MEDICAL PRACTICE,L84054,Y58,2.0,1258.0,5745.0,13716.0,91.72,0.15
4824,M86004,ALLESLEY PARK MEDICAL CTR,GP,2019,14.1430285546227,5221.0,0.2521489971346705,30% least deprived,2021-09-30,ALLESLEY PARK MEDICAL CTR,M86004,Y60,0.0,730.0,36626.0,17697.0,41.25,0.0
4825,K84059,HIGHTOWN SURGERY,GP,2019,14.1427610348746,5222.0,0.25200573065902576,30% least deprived,2021-09-30,HIGHTOWN SURGERY,K84059,Y59,214.0,1439.0,38271.0,11877.0,121.16,18.02
4826,E82006,THE LIMES SURGERY,GP,2019,14.1414482596425,5223.0,0.2518624641833811,30% least deprived,2021-09-30,THE LIMES SURGERY,E82006,Y61,10.0,441.0,1722.0,7908.0,55.77,1.26
4827,E84663,KENTON BRIDGE MEDICAL CENTRE - DR RAJA,GP,2019,14.1386450873675,5224.0,0.2517191977077364,30% least deprived,2021-09-30,KENTON BRIDGE MEDICAL CENTRE - DR RAJA,E84663,Y56,158.0,522.0,13844.0,7848.0,66.51,20.13
4828,E82078,HIGHVIEW MEDICAL CENTRE,GP,2019,14.1380568048599,5225.0,0.2515759312320917,30% least deprived,2021-09-30,HIGHVIEW MEDICAL CENTRE,E82078,Y61,137.0,417.0,19039.0,9653.0,43.2,14.19
4829,B84007,DR LJ PICKLES AND PARTNERS,GP,2019,14.1323970462125,5226.0,0.251432664756447,30% least deprived,2021-09-30,BRIG ROYD SURGERY,B84007,Y63,25.0,1251.0,4109.0,10524.0,118.87,2.38
4830,J81637,THE PRINCE OF WALES SURGERY,GP,2019,14.1263856374565,5227.0,0.25128939828080227,30% least deprived,2021-09-30,THE PRINCE OF WALES SURGERY,J81637,Y58,248.0,1002.0,4323.0,6520.0,153.68,38.04
4831,L81123,HILLCREST SURGERY,GP,2019,14.1254119702263,5228.0,0.2511461318051576,30% least deprived,2021-09-30,HILLCREST SURGERY,L81123,Y58,547.0,699.0,2090.0,6405.0,109.13,85.4
4832,J81010,SWANAGE MEDICAL PRACTICE,GP,2019,14.1238011634056,5229.0,0.2510028653295129,30% least deprived,2021-09-30,SWANAGE MEDICAL PRACTICE,J81010,Y58,22.0,866.0,2768.0,10952.0,79.07,2.01
4833,L83134,WYNDHAM HOUSE SURGERY,GP,2019,14.1190988404197,5230.0,0.2508595988538682,30% least deprived,2021-09-30,WYNDHAM HOUSE SURGERY,L83134,Y58,48.0,853.0,1158.0,3684.0,231.54,13.03
4834,C82039,KINGSWAY SURGERY,GP,2019,14.1104659439754,5231.0,0.2507163323782235,30% least deprived,2021-09-30,KINGSWAY SURGERY,C82039,Y60,737.0,798.0,4130.0,10163.0,78.52,72.52
4835,E87013,STANHOPE MEWS SURGERY,GP,2019,14.0970751130464,5232.0,0.2505730659025788,30% least deprived,2021-09-30,STANHOPE MEWS SURGERY,E87013,Y56,288.0,684.0,6767.0,15616.0,43.8,18.44
4836,B82005,PRIORY MEDICAL GROUP,GP,2019,14.0910296402289,5234.0,0.2502865329512894,30% least deprived,2021-09-30,PRIORY MEDICAL GROUP,B82005,Y63,107.0,6620.0,29677.0,57892.0,114.35,1.85
4837,M84006,PEAR TREE SURGERY,GP,2019,14.0901858246685,5235.0,0.2501432664756447,30% least deprived,2021-09-30,PEAR TREE SURGERY,M84006,Y60,118.0,698.0,22076.0,10474.0,66.64,11.27
4838,G81032,GREEN STREET CLINIC,GP,2019,14.0883718102257,5236.0,0.25,30% least deprived,2021-09-30,VICTORIA MEDICAL CENTRE,G81032,Y59,108.0,1934.0,59467.0,26835.0,72.07,4.02
4839,E82058,POTTERELLS MEDICAL CENTRE,GP,2019,14.0869165842016,5237.0,0.2498567335243553,30% least deprived,2021-09-30,POTTERELLS MEDICAL CENTRE,E82058,Y61,471.0,930.0,4558.0,16612.0,55.98,28.35
4840,F82013,WESTERN ROAD MEDICAL CENTRE,GP,2019,14.0837542087542,5238.0,0.2497134670487106,30% least deprived,2021-09-30,WESTERN ROAD MEDICAL CENTRE,F82013,Y56,272.0,773.0,29058.0,17298.0,44.69,15.72
4841,C81091,KILLAMARSH MEDICAL PRACTICE,GP,2019,14.0823948644479,5239.0,0.2495702005730659,30% least deprived,2021-09-30,KILLAMARSH MEDICAL PRACTICE,C81091,Y60,1709.0,1818.0,5571.0,8876.0,204.82,192.54
4842,C83634,TASBURGH LODGE SURGERY,GP,2019,14.0807159034958,5240.0,0.2494269340974212,30% least deprived,2021-09-30,TASBURGH LODGE SURGERY,C83634,Y60,6.0,689.0,2096.0,4277.0,161.09,1.4
4843,B82023,CATTERICK VILLAGE SURGERY,GP,2019,14.080013562387,5241.0,0.2492836676217765,30% least deprived,2021-09-30,CATTERICK VILLAGE SURGERY,B82023,Y63,4.0,1001.0,3928.0,6426.0,155.77,0.62
4844,B86038,GUISELEY AND YEADON MEDICAL PRACTICE,GP,2019,14.0792941776456,5242.0,0.2491404011461318,30% least deprived,2021-09-30,GUISELEY AND YEADON MEDICAL PRACTICE,B86038,Y63,204.0,1845.0,6024.0,12177.0,151.52,16.75
4845,F81044,THE ARDLEIGH SURGERY,GP,2019,14.0647992136659,5243.0,0.24899713467048712,30% least deprived,2021-09-30,THE ARDLEIGH SURGERY,F81044,Y61,115.0,1564.0,35473.0,7429.0,210.53,15.48
4846,K81644,TILEHURST VILLAGE SURGERY,GP,2019,14.0627614482225,5244.0,0.2488538681948424,30% least deprived,2021-09-30,TILEHURST VILLAGE SURGERY,K81644,Y59,190.0,570.0,25693.0,15642.0,36.44,12.15
4847,M84018,BIDFORD HEALTH CENTRE,GP,2019,14.0624781231769,5245.0,0.2487106017191977,30% least deprived,2021-09-30,BIDFORD HEALTH CENTRE,M84018,Y60,4.0,1407.0,29767.0,13217.0,106.45,0.3
4848,H82077,THE CROFT SURGERY,GP,2019,14.0591434491271,5246.0,0.248567335243553,30% least deprived,2021-09-30,THE CROFT SURGERY,H82077,Y59,1131.0,964.0,3326.0,11628.0,82.9,97.27
4849,P87016,THE SIDES MEDICAL PRACTICE,GP,2019,14.0550211726384,5248.0,0.2482808022922636,30% least deprived,2021-09-30,THE SIDES MEDICAL PRACTICE,P87016,Y62,51.0,1632.0,50765.0,13160.0,124.01,3.88
4850,H82014,COPPICE SURGERY,GP,2019,14.0377495881384,5249.0,0.2481375358166189,30% least deprived,2021-09-30,COPPICE SURGERY,H82014,Y59,493.0,1202.0,6168.0,12880.0,93.32,38.28
4851,C82012,IBSTOCK HOUSE SURGERY,GP,2019,14.0348507561437,5250.0,0.2479942693409742,30% least deprived,2021-09-30,IBSTOCK HOUSE SURGERY,C82012,Y60,608.0,1471.0,5449.0,11399.0,129.05,53.34
4852,E83003,OAKLEIGH ROAD HEALTH CENTRE,GP,2019,14.0295025323579,5251.0,0.24785100286532952,30% least deprived,2021-09-30,OAKLEIGH ROAD HEALTH CENTRE,E83003,Y56,0.0,500.0,31887.0,9195.0,54.38,0.0
4853,J81056,CHRISTCHURCH MEDICAL PRACTICE,GP,2019,14.023002757534,5252.0,0.24770773638968482,30% least deprived,2021-09-30,CHRISTCHURCH MEDICAL PRACTICE,J81056,Y58,0.0,2765.0,9351.0,18935.0,146.03,0.0
4854,C84660,HOUNSFIELD SURGERY,GP,2019,14.0213037001442,5253.0,0.2475644699140401,30% least deprived,2021-09-30,HOUNSFIELD SURGERY,C84660,Y60,1.0,813.0,1371.0,4366.0,186.21,0.23
4855,L83120,CHANNEL VIEW SURGERY,GP,2019,14.0191766275966,5254.0,0.2474212034383954,30% least deprived,2021-09-30,CHANNEL VIEW MEDICAL GROUP,L83120,Y58,2515.0,4063.0,11635.0,17788.0,228.41,141.39
4856,M81069,DAVENAL HOUSE SURGERY,GP,2019,14.0190514645816,5255.0,0.24727793696275072,30% least deprived,2021-09-30,DAVENAL HOUSE SURGERY,M81069,Y60,78.0,1013.0,31604.0,9271.0,109.27,8.41
4857,L85020,BECKINGTON FAMILY PRACTICE,GP,2019,14.0176024696085,5256.0,0.24713467048710602,30% least deprived,2021-09-30,BECKINGTON FAMILY PRACTICE,L85020,Y58,0.0,855.0,30747.0,10929.0,78.23,0.0
4858,L85066,BUTTERCROSS HEALTH CENTRE,GP,2019,14.0124930958299,5257.0,0.24699140401146133,30% least deprived,2021-09-30,BUTTERCROSS HEALTH CENTRE,L85066,Y58,0.0,796.0,16660.0,7456.0,106.76,0.0
4859,G82022,SPELDHURST & GREGGSWOOD MEDICAL GROUP,GP,2019,14.0114514347461,5258.0,0.2468481375358166,30% least deprived,2021-09-30,SPELDHURST & GREGGSWOOD MEDICAL GROUP,G82022,Y59,97.0,808.0,18319.0,9069.0,89.09,10.7
4860,N81101,THE HANDBRIDGE MED.CTR.,GP,2019,14.0112858192506,5259.0,0.24670487106017192,30% least deprived,2021-09-30,THE HANDBRIDGE MED.CTR.,N81101,Y62,0.0,579.0,14704.0,7520.0,76.99,0.0
4861,N81090,TUDOR SURGERY,GP,2019,14.0080661157025,5260.0,0.24656160458452722,30% least deprived,2021-09-30,TUDOR SURGERY,N81090,Y62,5.0,303.0,6947.0,4559.0,66.46,1.1
4862,E84040,THE PINNER ROAD SURGERY,GP,2019,14.003832922622,5261.0,0.24641833810888253,30% least deprived,2021-09-30,THE PINNER ROAD SURGERY,E84040,Y56,44.0,266.0,5414.0,4481.0,59.36,9.82
4863,M84009,FENNY COMPTON SURGERY,GP,2019,13.9977810945274,5262.0,0.24627507163323784,30% least deprived,2021-09-30,FENNY COMPTON SURGERY,M84009,Y60,0.0,434.0,8245.0,5480.0,79.2,0.0
4864,J81082,POUNDBURY DOCTORS SURGERY,GP,2019,13.9959948096886,5263.0,0.24613180515759311,30% least deprived,2021-09-30,POUNDBURY DOCTORS SURGERY,J81082,Y58,5.0,797.0,2924.0,7268.0,109.66,0.69
4865,H82051,LAVANT ROAD SURGERY,GP,2019,13.9893767830792,5264.0,0.24598853868194842,30% least deprived,2021-09-30,LAVANT ROAD SURGERY,H82051,Y59,352.0,1790.0,4115.0,11834.0,151.26,29.74
4866,M84620,LAPWORTH SURGERY,GP,2019,13.9876053036126,5265.0,0.24584527220630373,30% least deprived,2021-09-30,LAPWORTH SURGERY,M84620,Y60,78.0,467.0,4823.0,2824.0,165.37,27.62
4867,F81121,THE THORPE BAY SURGERY,GP,2019,13.9767589585666,5266.0,0.24570200573065903,30% least deprived,2021-09-30,THE THORPE BAY SURGERY,F81121,Y61,2.0,707.0,2133.0,7423.0,95.24,0.27
4868,G81021,FOUNDRY HEALTHCARE LEWES,GP,2019,13.9667737879337,5267.0,0.2455587392550143,30% least deprived,2021-09-30,FOUNDRY HEALTHCARE LEWES,G81021,Y59,528.0,3018.0,10593.0,28354.0,106.44,18.62
4869,N81125,NESTON MEDICAL CENTRE,GP,2019,13.9642698368814,5268.0,0.24541547277936962,30% least deprived,2021-09-30,NESTON MEDICAL CENTRE,N81125,Y62,241.0,619.0,23732.0,7418.0,83.45,32.49
4870,G82605,THE CRANE,GP,2019,13.9608662100457,5269.0,0.24527220630372493,30% least deprived,2021-09-30,THE CRANE,G82605,Y59,0.0,147.0,6698.0,2273.0,64.67,0.0
4871,K81052,LAMBOURN SURGERY,GP,2019,13.9567146759751,5270.0,0.24512893982808023,30% least deprived,2021-09-30,LAMBOURN SURGERY,K81052,Y59,261.0,827.0,3081.0,6503.0,127.17,40.14
4872,K82010,TOWER HOUSE SURGERY,GP,2019,13.9558290725882,5271.0,0.24498567335243554,30% least deprived,2021-09-30,TOWER HOUSE SURGERY,K82010,Y59,31.0,729.0,22964.0,10656.0,68.41,2.91
4873,H82023,HARBOUR VIEW HEALTHCARE,GP,2019,13.9528765033331,5272.0,0.24484240687679082,30% least deprived,2021-09-30,ADUR HEALTH PARTNERSHIP,H82023,Y59,955.0,3057.0,82279.0,36387.0,84.01,26.25
4874,E82124,ATTENBOROUGH SURGERY,GP,2019,13.9505924174654,5273.0,0.24469914040114613,30% least deprived,2021-09-30,ATTENBOROUGH SURGERY,E82124,Y61,0.0,1317.0,83106.0,31074.0,42.38,0.0
4875,J81049,THE MARINE & OAKRIDGE PARTNERSHIP,GP,2019,13.946082170713,5275.0,0.24441260744985674,30% least deprived,2021-09-30,THE MARINE & OAKRIDGE PARTNERSHIP,J81049,Y58,619.0,878.0,3904.0,9413.0,93.28,65.76
4876,G82733,ORCHARD END,GP,2019,13.944598966742,5276.0,0.24426934097421205,30% least deprived,2021-09-30,ORCHARD END,G82733,Y59,24.0,190.0,4061.0,3940.0,48.22,6.09
4877,M83617,DARWIN MEDICAL CENTRE,GP,2019,13.9389774051192,5278.0,0.24398280802292263,30% least deprived,2021-09-30,DARWIN MEDICAL CENTRE,M83617,Y60,328.0,377.0,44305.0,17999.0,20.95,18.22
4878,P92605,DR ANDERSON & DR AHMED,GP,2019,13.9363238440304,5280.0,0.24369627507163324,30% least deprived,2021-09-30,DR ANDERSON & DR AHMED,P92605,Y62,0.0,628.0,10139.0,6253.0,100.43,0.0
4879,L84041,OVERTON PARK SURGERY,GP,2019,13.9312633748248,5281.0,0.24355300859598855,30% least deprived,2021-09-30,OVERTON PARK SURGERY,L84041,Y58,1021.0,1522.0,6813.0,12757.0,119.31,80.03
4880,G82684,NEW LYMINGE SURGERY,GP,2019,13.9303416572077,5282.0,0.24340974212034383,30% least deprived,2021-09-30,NEW LYMINGE SURGERY,G82684,Y59,0.0,198.0,7653.0,4615.0,42.9,0.0
4881,G84023,SOUTHBOROUGH LANE SURGERY,GP,2019,13.9266159563037,5283.0,0.24326647564469914,30% least deprived,2021-09-30,SOUTHBOROUGH LANE SURGERY,G84023,Y56,113.0,936.0,25984.0,11139.0,84.03,10.14
4882,M82047,MARDEN MEDICAL PRACTICE,GP,2019,13.9202628813125,5284.0,0.24312320916905444,30% least deprived,2021-09-30,MARDEN MEDICAL PRACTICE,M82047,Y60,0.0,749.0,28617.0,9473.0,79.07,0.0
4883,L83128,BRAMBLEHAIES SURGERY,GP,2019,13.9171812193413,5285.0,0.24297994269340975,30% least deprived,2021-09-30,BRAMBLEHAIES SURGERY,L83128,Y58,69.0,631.0,1688.0,7321.0,86.19,9.42
4884,E82009,LINCOLN HOUSE SURGERY,GP,2019,13.909591492235,5286.0,0.24283667621776503,30% least deprived,2021-09-30,LINCOLN HOUSE SURGERY,E82009,Y61,407.0,1100.0,39584.0,13785.0,79.8,29.52
4885,A84031,GREYSTOKE SURGERY,GP,2019,13.9073800168103,5287.0,0.24269340974212034,30% least deprived,2021-09-30,GREYSTOKE SURGERY,A84031,Y63,313.0,969.0,2624.0,10075.0,96.18,31.07
4886,F81040,STOCK SURGERY,GP,2019,13.9071409903714,5288.0,0.24255014326647564,30% least deprived,2021-09-30,STOCK SURGERY,F81040,Y61,7.0,685.0,1193.0,4546.0,150.68,1.54
4887,J82036,WEST MEON SURGERY,GP,2019,13.9062076605332,5289.0,0.24240687679083095,30% least deprived,2021-09-30,WEST MEON SURGERY,J82036,Y59,18.0,359.0,4555.0,2715.0,132.23,6.63
4888,E82105,ABBOTSWOOD MEDICAL CENTRE,GP,2019,13.9023853347503,5290.0,0.24226361031518626,30% least deprived,2021-09-30,ABBOTSWOOD MEDICAL CENTRE,E82105,Y61,0.0,236.0,8174.0,4772.0,49.46,0.0
4889,L81133,STUDENT HEALTH SERVICE,GP,2019,13.8960805068414,5291.0,0.24212034383954154,30% least deprived,2021-09-30,STUDENT HEALTH SERVICE,L81133,Y58,209.0,553.0,49658.0,19335.0,28.6,10.81
4890,H85012,PUTNEYMEAD GROUP MEDICAL PRACTICE,GP,2019,13.894400494345,5292.0,0.24197707736389684,30% least deprived,2021-09-30,PUTNEYMEAD GROUP MEDICAL PRACTICE,H85012,Y56,1026.0,1137.0,60262.0,25984.0,43.76,39.49
4891,B82061,BENTHAM MEDICAL PRACTICE,GP,2019,13.8821272930962,5293.0,0.24183381088825215,30% least deprived,2021-09-30,BENTHAM MEDICAL PRACTICE,B82061,Y62,47.0,530.0,16040.0,7295.0,72.65,6.44
4892,A86006,ROSEWORTH SURGERY,GP,2019,13.8801355365763,5295.0,0.24154727793696276,30% least deprived,2021-09-30,ROSEWORTH SURGERY,A86006,Y63,5.0,484.0,3509.0,5440.0,88.97,0.92
4893,F81651,SOUTH GREEN SURGERY,GP,2019,13.877146965866,5296.0,0.24140401146131804,30% least deprived,2021-09-30,SOUTH GREEN SURGERY,F81651,Y61,0.0,373.0,1001.0,3188.0,117.0,0.0
4894,L81064,TEMPLE HOUSE PRACTICE,GP,2019,13.8764664519592,5297.0,0.24126074498567335,30% least deprived,2021-09-30,TEMPLE HOUSE PRACTICE,L81064,Y58,57.0,398.0,1038.0,7716.0,51.58,7.39
4895,D82071,EAST NORWICH MEDICAL PARTNERSHIP,GP,2019,13.8760144348894,5298.0,0.24111747851002865,30% least deprived,2021-09-30,EAST NORWICH MEDICAL PARTNERSHIP,D82071,Y61,423.0,1032.0,3960.0,16022.0,64.41,26.4
4896,A87600,PARK PARADE PRACTICE,GP,2019,13.8738007340242,5299.0,0.24097421203438396,30% least deprived,2021-09-30,PARK PARADE PRACTICE,A87600,Y63,21.0,463.0,871.0,4886.0,94.76,4.3
4897,C81002,THE VALLEYS MEDICAL PARTNERSHIP,GP,2019,13.8650588519443,5300.0,0.24083094555873927,30% least deprived,2021-09-30,THE VALLEYS MEDICAL PARTNERSHIP,C81002,Y60,865.0,2125.0,6374.0,12415.0,171.16,69.67
4898,G83049,LYNDHURST ROAD MEDICAL CENTRE,GP,2019,13.8562188570205,5301.0,0.24068767908309455,30% least deprived,2021-09-30,LYNDHURST ROAD MEDICAL CENTRE,G83049,Y56,0.0,914.0,32828.0,10266.0,89.03,0.0
4899,E82091,PARKWOOD SURGERY,GP,2019,13.8485971909138,5302.0,0.24054441260744985,30% least deprived,2021-09-30,PARKWOOD SURGERY,E82091,Y61,0.0,540.0,34748.0,17776.0,30.38,0.0
4900,N81047,THE KILTEARN MEDICAL CTR.,GP,2019,13.8484593243448,5303.0,0.24040114613180516,30% least deprived,2021-09-30,THE KILTEARN MEDICAL CTR.,N81047,Y62,19.0,1522.0,25906.0,13324.0,114.23,1.43
4901,M84034,WHITESTONE SURGERY,GP,2019,13.8471609281437,5304.0,0.24025787965616047,30% least deprived,2021-09-30,WHITESTONE SURGERY,M84034,Y60,0.0,264.0,5707.0,2690.0,98.14,0.0
4902,M84040,SHERBOURNE MEDICAL CENTRE,GP,2019,13.8443212674323,5306.0,0.23997134670487105,30% least deprived,2021-09-30,SHERBOURNE MEDICAL CENTRE,M84040,Y60,329.0,736.0,28920.0,10276.0,71.62,32.02
4903,G84016,LONDON LANE CLINIC,GP,2019,13.8301783354468,5307.0,0.23982808022922636,30% least deprived,2021-09-30,LONDON LANE CLINIC,G84016,Y56,534.0,697.0,49926.0,14360.0,48.54,37.19
4904,H81057,FORDBRIDGE MEDICAL CENTRE,GP,2019,13.8273633030214,5308.0,0.23968481375358167,30% least deprived,2021-09-30,FORDBRIDGE MEDICAL CENTRE,H81057,Y59,0.0,204.0,9313.0,7130.0,28.61,0.0
4905,F81020,THE FRESHFORD PRACTICE,GP,2019,13.8252437320181,5309.0,0.23954154727793697,30% least deprived,2021-09-30,THE FRESHFORD PRACTICE,F81020,Y61,174.0,663.0,1841.0,7604.0,87.19,22.88
4906,C82075,CASTLE MEAD MEDICAL CENTRE,GP,2019,13.8228020451476,5310.0,0.23939828080229225,30% least deprived,2021-09-30,CASTLE MEAD MEDICAL CENTRE,C82075,Y60,109.0,2345.0,6605.0,10480.0,223.76,10.4
4907,F81716,TOLLGATE HEALTH CENTRE,GP,2019,13.8213740288568,5311.0,0.23925501432664756,30% least deprived,2021-09-30,TOLLGATE HEALTH CENTRE,F81716,Y61,888.0,1111.0,5049.0,8441.0,131.62,105.2
4908,H85113,DR SUGUMAR AND PARTNER,GP,2019,13.815302901251,5312.0,0.23911174785100286,30% least deprived,2021-09-30,DR SUGUMAR AND PARTNER,H85113,Y56,60.0,182.0,9505.0,3909.0,46.56,15.35
4909,G81029,SEAFORD MEDICAL PRACTICE,GP,2019,13.8137500278489,5313.0,0.23896848137535817,30% least deprived,2021-09-30,SEAFORD MEDICAL PRACTICE,G81029,Y59,294.0,1466.0,60808.0,18099.0,81.0,16.24
4910,N83041,RAINFORD HEALTH CENTRE,GP,2019,13.8110967141971,5314.0,0.23882521489971348,30% least deprived,2021-09-30,RAINFORD HEALTH CENTRE,N83041,Y62,108.0,858.0,15854.0,4752.0,180.56,22.73
4911,L84613,STONEHOUSE HEALTH CLINIC,GP,2019,13.8050189445196,5315.0,0.23868194842406876,30% least deprived,2021-09-30,STONEHOUSE HEALTH CLINIC,L84613,Y58,0.0,101.0,308.0,3090.0,32.69,0.0
4912,A82651,DUDDON VALLEY MEDICAL PRACTICE,GP,2019,13.8025966360856,5316.0,0.23853868194842406,30% least deprived,2021-09-30,DUDDON VALLEY MEDICAL PRACTICE,A82651,Y62,0.0,816.0,5852.0,4725.0,172.7,0.0
4913,H81046,WAYSIDE MEDICAL PRACTICE,GP,2019,13.799651502676,5317.0,0.23839541547277937,30% least deprived,2021-09-30,WAYSIDE MEDICAL PRACTICE,H81046,Y59,1.0,300.0,,5680.0,52.82,0.18
4914,E87738,KNIGHTSBRIDGE MEDICAL CENTRE,GP,2019,13.7903400113044,5318.0,0.23825214899713468,30% least deprived,2021-09-30,KNIGHTSBRIDGE MEDICAL CENTRE,E87738,Y56,10.0,444.0,2126.0,17224.0,25.78,0.58
4915,C82030,DOWNING DRIVE SURGERY (AJJ BENTLEY),GP,2019,13.7880786190891,5319.0,0.23810888252148998,30% least deprived,2021-09-30,DOWNING DRIVE SURGERY (AJJ BENTLEY),C82030,Y60,1382.0,1042.0,5567.0,6831.0,152.54,202.31
4916,C83023,SLEAFORD MEDICAL GROUP,GP,2019,13.78147819956,5320.0,0.23796561604584526,30% least deprived,2021-09-30,SLEAFORD MEDICAL GROUP,C83023,Y60,298.0,2664.0,7486.0,17475.0,152.45,17.05
4917,E84059,THE ALLENDALE ROAD SURGERY,GP,2019,13.7667981672932,5321.0,0.23782234957020057,30% least deprived,2021-09-30,THE ALLENDALE ROAD SURGERY,E84059,Y56,9.0,253.0,1131.0,4531.0,55.84,1.99
4918,A83061,GAINFORD SURGERY,GP,2019,13.7635522951772,5322.0,0.23767908309455588,30% least deprived,2021-09-30,GAINFORD SURGERY,A83061,Y63,1.0,848.0,1485.0,3457.0,245.3,0.29
4919,L85601,BRENT AREA MEDICAL CENTRE,GP,2019,13.752852149598,5323.0,0.23753581661891118,30% least deprived,2021-09-30,BRENT AREA MEDICAL CENTRE,L85601,Y58,0.0,167.0,5494.0,3071.0,54.38,0.0
4920,E85030,CHISWICK HEALTH PRACTICE,GP,2019,13.7528094975912,5324.0,0.23739255014326646,30% least deprived,2021-09-30,CHISWICK HEALTH PRACTICE,E85030,Y56,244.0,782.0,3677.0,7542.0,103.69,32.35
4921,E85714,THE PITSHANGER LANE SURGERY,GP,2019,13.7493664331404,5325.0,0.23724928366762177,30% least deprived,2021-09-30,THE PITSHANGER LANE SURGERY,E85714,Y56,0.0,188.0,983.0,3256.0,57.74,0.0
4922,F81126,BURNHAM SURGERY,GP,2019,13.7483677078548,5326.0,0.23710601719197708,30% least deprived,2021-09-30,BURNHAM SURGERY,F81126,Y61,93.0,334.0,3425.0,9197.0,36.32,10.11
4923,P83006,RAMSBOTTOM MEDICAL PRACTICE,GP,2019,13.7407667534928,5327.0,0.23696275071633238,30% least deprived,2021-09-30,RAMSBOTTOM MEDICAL PRACTICE,P83006,Y62,2.0,713.0,,8380.0,85.08,0.24
4924,K84009,HEDENA HEALTH,GP,2019,13.7388777358214,5328.0,0.2368194842406877,30% least deprived,2021-09-30,HEDENA HEALTH,K84009,Y59,205.0,963.0,38254.0,28863.0,33.36,7.1
4925,C82064,FOREST HOUSE SURGERY,GP,2019,13.7372099804472,5329.0,0.23667621776504297,30% least deprived,2021-09-30,FOREST HOUSE SURGERY,C82064,Y60,296.0,2800.0,4996.0,11944.0,234.43,24.78
4926,H85077,BOLINGBROKE MEDICAL CENTRE (THMP),GP,2019,13.7359334246106,5330.0,0.23653295128939827,30% least deprived,2021-09-30,BOLINGBROKE MEDICAL CENTRE (THMP),H85077,Y56,34.0,52.0,5915.0,5891.0,8.83,5.77
4927,B82049,THIRSK DOCTORS SURGERY,GP,2019,13.7343139682093,5331.0,0.23638968481375358,30% least deprived,2021-09-30,THIRSK DOCTORS SURGERY,B82049,Y63,76.0,1269.0,36432.0,7517.0,168.82,10.11
4928,N81642,WATERS EDGE MEDICAL CENTRE,GP,2019,13.7329146105986,5332.0,0.2362464183381089,30% least deprived,2021-09-30,WATERS EDGE MEDICAL CENTRE,N81642,Y62,0.0,929.0,11280.0,4736.0,196.16,0.0
4929,B82042,LAMBERT MEDICAL CENTRE,GP,2019,13.7321026221692,5333.0,0.2361031518624642,30% least deprived,2021-09-30,LAMBERT MEDICAL CENTRE,B82042,Y63,136.0,1462.0,25732.0,8416.0,173.72,16.16
4930,M85175,THE HAWTHORNS SURGERY,GP,2019,13.7309270633397,5334.0,0.23595988538681947,30% least deprived,2021-09-30,THE HAWTHORNS SURGERY,M85175,Y60,12.0,1705.0,,11055.0,154.23,1.09
4931,G82142,WYE SURGERY,GP,2019,13.726630130704,5335.0,0.23581661891117478,30% least deprived,2021-09-30,WYE SURGERY,G82142,Y59,0.0,1132.0,28317.0,9219.0,122.79,0.0
4932,G82704,THE CHURCH VIEW PRACTICE,GP,2019,13.7178872047938,5336.0,0.2356733524355301,30% least deprived,2021-09-30,THE CHURCH VIEW PRACTICE,G82704,Y59,79.0,511.0,11524.0,5936.0,86.08,13.31
4933,G81099,OLD SCHOOL SURGERY,GP,2019,13.7177851017152,5337.0,0.2355300859598854,30% least deprived,2021-09-30,OLD SCHOOL SURGERY,G81099,Y59,0.0,932.0,20797.0,9712.0,95.96,0.0
4934,H85053,THE SURGERY-181 CARSHALTON ROAD,GP,2019,13.7174906775807,5338.0,0.2353868194842407,30% least deprived,2021-09-30,THE SURGERY-181 CARSHALTON ROAD,H85053,Y56,27.0,127.0,4185.0,4695.0,27.05,5.75
4935,C83013,RUSKINGTON SURGERY,GP,2019,13.7138874121406,5339.0,0.23524355300859598,30% least deprived,2021-09-30,RUSKINGTON SURGERY,C83013,Y60,306.0,2083.0,3540.0,7976.0,261.16,38.37
4936,N81006,BUNBURY MEDICAL PRACTICE,GP,2019,13.7119514788324,5340.0,0.23510028653295129,30% least deprived,2021-09-30,BUNBURY MEDICAL PRACTICE,N81006,Y62,0.0,887.0,11211.0,5367.0,165.27,0.0
4937,D83067,OAKFIELD SURGERY,GP,2019,13.7099393435812,5341.0,0.2349570200573066,30% least deprived,2021-09-30,OAKFIELD SURGERY,D83067,Y61,413.0,504.0,2175.0,7208.0,69.92,57.3
4938,G82106,RIVERSIDE MEDICAL PRACTICE,GP,2019,13.7072632523243,5342.0,0.2348137535816619,30% least deprived,2021-09-30,RIVERSIDE MEDICAL PRACTICE,G82106,Y59,111.0,809.0,12484.0,6719.0,120.4,16.52
